JURISDICTION_ID,STATION_ID,stationLink,name,status,modeOriginal,mode,lat,long,existing_housing_units,baseline_under_zoning,plexify_reform,multiply_reform,legalize_reform,middle_reform,all_reforms
G53063000,S1272801791,N 125-RapidRide E-Bus Rapid Transit-existing,N 125,existing,Bus Rapid Transit,Rapid Transit,47.7196,-122.34489,787,1005,1837,1203,1005,1035,2048
G53063000,S49014179,130th Street-Red Line (Lynnwood Link)-Light Rail-uc,130th Street,uc,Light Rail,Light Rail,47.72313,-122.32392,1514,1853,3901,1853,1853,1975,4023
G53063000,S1276467291,N 130-RapidRide E-Bus Rapid Transit-existing,N 130,existing,Bus Rapid Transit,Rapid Transit,47.72326,-122.34494,707,1063,1421,1668,1063,1152,2037
G53063000,S1368175404,15 Avenue-Stride S3-Bus Rapid Transit-planned,15 Avenue,planned,Bus Rapid Transit,Rapid Transit,47.73392,-122.31281,1142,1654,3037,2381,1654,1707,3764
G53063000,S1272905118,N 135-RapidRide E-Bus Rapid Transit-existing,N 135,existing,Bus Rapid Transit,Rapid Transit,47.72691,-122.34499,762,1003,1680,1183,1003,1049,1887
G53063960,S1368175179,30 Avenue-Stride S3-Bus Rapid Transit-planned,30 Avenue,planned,Bus Rapid Transit,Rapid Transit,47.7338,-122.29649,2360,3506,5376,4668,3506,3780,6711
G53063000,S1002765547,NE 145th-Red Line (Lynnwood Link)-Light Rail-uc,NE 145th,uc,Light Rail,Light Rail,47.73401,-122.32424,813,9331,10054,12512,9331,9331,13235
G53063960,S1273017273,N 145-RapidRide E-Bus Rapid Transit-existing,N 145,existing,Bus Rapid Transit,Rapid Transit,47.73413,-122.34519,1359,1633,2833,2022,1633,1709,3246
G53037270,S2966119572,155 Street-Stride S3-Bus Rapid Transit-planned,155 Street,planned,Bus Rapid Transit,Rapid Transit,47.74107,-122.28835,828,1180,2905,1708,1180,1261,3462
G53007380,S37627898,Brickyard-Stride S2-Bus Rapid Transit-planned,Brickyard,planned,Bus Rapid Transit,Rapid Transit,47.74105,-122.18709,808,873,2839,876,873,974,2940
G53063960,S1274023455,N 152-RapidRide E-Bus Rapid Transit-existing,N 152,existing,Bus Rapid Transit,Rapid Transit,47.73894,-122.34535,514,644,1543,871,644,648,1774
G53063960,S1273120856,N 155-RapidRide E-Bus Rapid Transit-existing,N 155,existing,Bus Rapid Transit,Rapid Transit,47.74147,-122.3454,311,425,1168,539,425,425,1282
G53063960,S1276287614,N 160-RapidRide E-Bus Rapid Transit-existing,N 160,existing,Bus Rapid Transit,Rapid Transit,47.74505,-122.34547,579,588,1458,643,588,596,1514
G53037270,S2966119671,165 Street-Stride S3-Bus Rapid Transit-planned,165 Street,planned,Bus Rapid Transit,Rapid Transit,47.74827,-122.28483,541,545,2155,551,545,571,2181
G53063960,S1272945531,N 165-RapidRide E-Bus Rapid Transit-existing,N 165,existing,Bus Rapid Transit,Rapid Transit,47.74864,-122.34554,548,726,1898,937,726,744,2116
G53035170,S384251920,Kenmore Square-Stride S3-Bus Rapid Transit-planned,Kenmore Square,planned,Bus Rapid Transit,Rapid Transit,47.75628,-122.23696,868,1186,2264,1470,1235,1515,2791
G53037270,S90233279,Ballinger Way-Stride S3-Bus Rapid Transit-planned,Ballinger Way,planned,Bus Rapid Transit,Rapid Transit,47.75381,-122.27579,339,340,1354,340,340,340,1354
G53063960,S1276323551,N 170-RapidRide E-Bus Rapid Transit-existing,N 170,existing,Bus Rapid Transit,Rapid Transit,47.75235,-122.34561,709,963,1880,1282,963,971,2205
G53035170,S1368175403,65 Avenue-Stride S3-Bus Rapid Transit-planned,65 Avenue,planned,Bus Rapid Transit,Rapid Transit,47.75868,-122.2536,493,1125,1671,1509,1125,1251,2154
G53007380,S2966127292,180 Street-Stride S3-Bus Rapid Transit-planned,180 Street,planned,Bus Rapid Transit,Rapid Transit,47.75824,-122.21092,956,2375,3391,3558,2375,2375,4574
G53007380,S2247206994,Kaysner Way-Stride S3-Bus Rapid Transit-planned,Kaysner Way,planned,Bus Rapid Transit,Rapid Transit,47.7604,-122.20162,1221,2577,3329,4132,2577,3424,5681
G53063960,S1273048858,N 175-RapidRide E-Bus Rapid Transit-existing,N 175,existing,Bus Rapid Transit,Rapid Transit,47.75598,-122.34576,416,706,1404,1066,706,712,1764
G53007380,S2200107864,110 Avenue-Stride S3-Bus Rapid Transit-planned,110 Avenue,planned,Bus Rapid Transit,Rapid Transit,47.76428,-122.19301,281,801,1378,1355,801,801,1932
G53063960,S1276790576,N 180-RapidRide E-Bus Rapid Transit-existing,N 180,existing,Bus Rapid Transit,Rapid Transit,47.75965,-122.3461,582,1379,2381,2324,1483,1379,3430
G53035170,S1368175279,61 Avenue-Stride S3-Bus Rapid Transit-planned,61 Avenue,planned,Bus Rapid Transit,Rapid Transit,47.75838,-122.26233,391,531,1620,697,531,545,1786
G53063960,S1016996327,NE 185th-Red Line (Lynnwood Link)-Light Rail-uc,NE 185th,uc,Light Rail,Light Rail,47.76518,-122.32272,1299,9968,12127,14216,9968,10006,16413
G53063960,S1273161013,N 185-RapidRide E-Bus Rapid Transit-existing,N 185,existing,Bus Rapid Transit,Rapid Transit,47.76328,-122.34601,512,2470,3319,3364,2470,2502,4230
G53063960,S1274454675,N 192-RapidRide E-Bus Rapid Transit-existing,N 192,existing,Bus Rapid Transit,Rapid Transit,47.76781,-122.3459,542,588,1359,639,614,588,1436
G53063960,S744285363,Aurora Village Transit Center-Swift Blue Line-Bus Rapid Transit-existing,Aurora Village Transit Center,existing,Bus Rapid Transit,Rapid Transit,47.77421,-122.34073,644,1059,2423,1189,1059,1068,2562
G53007380,S436186064,Bothell-Stride S3-Bus Rapid Transit-planned,Bothell,planned,Bus Rapid Transit,Rapid Transit,47.76757,-122.19096,194,200,672,200,200,200,672
G53063960,S1276499899,N 200-RapidRide E-Bus Rapid Transit-existing,N 200,existing,Bus Rapid Transit,Rapid Transit,47.77395,-122.346,976,1709,3051,2412,1709,1811,3843
G53007380,S2115996819,SR 522/I-405 Transit Hub-Stride S2-Bus Rapid Transit-planned,SR 522/I-405 Transit Hub,planned,Bus Rapid Transit,Rapid Transit,47.76898,-122.18959,5,115,130,225,115,115,240
G53047490,S1679635316,Mountlake Terrace-Red Line (Lynnwood Link)-Light Rail-uc,Mountlake Terrace,uc,Light Rail,Light Rail,47.78548,-122.31486,927,18844,18861,26688,18844,21554,29041
G53020750,S3005278707,236th Street-Swift Blue Line-Bus Rapid Transit-existing,236th Street,existing,Bus Rapid Transit,Rapid Transit,47.78514,-122.34221,964,3067,5523,4573,3067,3384,7346
G53007380,S267443801,Canyon Park-Stride S2-Bus Rapid Transit-planned,Canyon Park,planned,Bus Rapid Transit,Rapid Transit,47.79479,-122.21415,266,548,1222,599,622,834,1633
G53047490,S49014145,220th Street-Red Line (Lynnwood Link)-Light Rail-uc,220th Street,uc,Light Rail,Light Rail,47.79898,-122.31634,723,6746,6925,8485,6746,10936,11954
G53040840,S3005278769,216th Street-Swift Blue Line-Bus Rapid Transit-existing,216th Street,existing,Bus Rapid Transit,Rapid Transit,47.80319,-122.32919,366,2055,2387,2055,2069,2645,2991
G53007380,S835011136,Canyon Park-Swift Green Line-Bus Rapid Transit-existing,Canyon Park,existing,Bus Rapid Transit,Rapid Transit,47.7978,-122.21365,151,939,1153,972,939,939,1186
G53020750,S4134569177,Edmonds-Sounder-Commuter Rail-existing,Edmonds,existing,Commuter Rail,Commuter Rail,47.81073,-122.38502,711,2009,2227,2454,2055,2498,3155
G53040840,S3005276498,204th Street-Swift Blue Line-Bus Rapid Transit-existing,204th Street,existing,Bus Rapid Transit,Rapid Transit,47.81402,-122.32108,222,274,739,330,274,321,841
G53040840,S753658662,Lynnwood City Center-Red Line (Lynnwood Link)-Light Rail-uc,Lynnwood City Center,uc,Light Rail,Light Rail,47.81605,-122.29412,60,62,238,63,224,66,404
G53040840,S442076563,Edmonds College-Swift Orange Line-Arterial Rapid Transit-uc,Edmonds College,uc,Arterial Rapid Transit,Rapid Transit,47.8159,-122.32489,377,956,1463,1411,1102,1314,2420
G53040840,S2286611596,Crossroads-Swift Blue Line-Bus Rapid Transit-existing,Crossroads,existing,Bus Rapid Transit,Rapid Transit,47.81974,-122.31629,270,354,618,475,354,712,991
G53040840,S2603258460,West Alderwood-Everett Link Extension-Light Rail-planned,West Alderwood,planned,Light Rail,Light Rail,47.82181,-122.27885,326,598,1368,684,598,1412,2220
G53040840,S620179816,Lynnwood City Center-Swift Orange Line-Arterial Rapid Transit-uc,Lynnwood City Center,uc,Arterial Rapid Transit,Rapid Transit,47.81735,-122.2942,291,628,880,983,628,804,1411
G53040840,S1541838909,196 Street-Swift Orange Line-Arterial Rapid Transit-uc,196 Street,uc,Arterial Rapid Transit,Rapid Transit,47.82118,-122.31536,404,471,1335,477,539,691,1623
G53040840,S1926824899,Alderwood Mall-Swift Orange Line-Arterial Rapid Transit-uc,Alderwood Mall,uc,Arterial Rapid Transit,Rapid Transit,47.82825,-122.27772,87,127,289,180,127,201,395
G53040840,S2827771919,Maple Road-Swift Orange Line-Arterial Rapid Transit-uc,Maple Road,uc,Arterial Rapid Transit,Rapid Transit,47.83632,-122.28172,892,911,3587,911,911,931,3607
G53040840,S3005278836,176th Street-Swift Blue Line-Bus Rapid Transit-existing,176th Street,existing,Bus Rapid Transit,Rapid Transit,47.8392,-122.29957,834,885,2934,962,885,1284,3333
G53045865,S904233868,Mill Creek Boulevard-Swift Orange Line-Arterial Rapid Transit-uc,Mill Creek Boulevard,uc,Arterial Rapid Transit,Rapid Transit,47.84948,-122.22055,162,166,602,166,166,183,619
G53045865,S53287922,164th Street-Swift Green Line-Bus Rapid Transit-existing,164th Street,existing,Bus Rapid Transit,Rapid Transit,47.84952,-122.2175,264,276,291,282,276,711,726
G53045865,S58237660,153rd Street-Swift Green Line-Bus Rapid Transit-existing,153rd Street,existing,Bus Rapid Transit,Rapid Transit,47.85922,-122.219,245,263,571,264,263,417,725
G53045865,S53290005,136th Street-Swift Green Line-Bus Rapid Transit-existing,136th Street,existing,Bus Rapid Transit,Rapid Transit,47.87431,-122.21486,150,180,609,201,180,217,646
G53022640,S1711233411,Murphys Corner-Swift Green Line-Bus Rapid Transit-existing,Murphys Corner,existing,Bus Rapid Transit,Rapid Transit,47.87821,-122.20707,537,795,2049,798,795,1572,2826
G53022640,S53285715,112th Street-Swift Green Line-Bus Rapid Transit-existing,112th Street,existing,Bus Rapid Transit,Rapid Transit,47.89653,-122.26313,266,2039,2402,3312,2039,3363,4617
G53022640,S3005280853,100th Street-Swift Blue Line-Bus Rapid Transit-existing,100th Street,existing,Bus Rapid Transit,Rapid Transit,47.90734,-122.24164,762,5841,7007,9364,5841,8374,12636
G53022640,S2248833639,Casino Corner-Swift Blue Line-Bus Rapid Transit-existing,Casino Corner,existing,Bus Rapid Transit,Rapid Transit,47.92198,-122.22809,648,5840,6853,6371,5840,6714,8220
G53022640,S604467492,SR 526/Evergreen-Everett Link Extension-Light Rail-planned,SR 526/Evergreen,planned,Light Rail,Light Rail,47.92321,-122.22675,357,1684,2612,1992,1684,1963,3199
G53022640,S3271150603,Madison Street-Swift Blue Line-Bus Rapid Transit-existing,Madison Street,existing,Bus Rapid Transit,Rapid Transit,47.93625,-122.21906,1474,7061,9774,9709,7061,7738,12767
G53047735,S2050178507,Mukilteo-Sounder-Commuter Rail-existing,Mukilteo,existing,Commuter Rail,Commuter Rail,47.94917,-122.29808,359,731,1719,1044,731,731,2032
G53022640,S3084963509,52nd Street-Swift Blue Line-Bus Rapid Transit-existing,52nd Street,existing,Bus Rapid Transit,Rapid Transit,47.94939,-122.21453,1409,5086,6983,5854,5086,5512,8177
G53022640,S3084422170,41st Street-Swift Blue Line-Bus Rapid Transit-existing,41st Street,existing,Bus Rapid Transit,Rapid Transit,47.96334,-122.21085,1067,6816,8432,8819,6816,8704,12005
G53022640,S3187579493,Everett-Everett Link Extension-Light Rail-planned,Everett,planned,Light Rail,Light Rail,47.97463,-122.19721,166,1995,1995,2122,1995,1995,2122
G53022640,S1706865474,Pacific Avenue-Swift Blue Line-Bus Rapid Transit-existing,Pacific Avenue,existing,Bus Rapid Transit,Rapid Transit,47.97663,-122.20707,3300,16923,16974,21786,16923,21710,25551
G53022640,S2280522338,Everett Station-Swift Blue Line-Bus Rapid Transit-existing,Everett Station,existing,Bus Rapid Transit,Rapid Transit,47.97524,-122.19823,284,2110,2110,3240,2110,2578,3618
G53022640,S2166535928,Everett Station-Sounder-Commuter Rail-existing,Everett Station,existing,Commuter Rail,Commuter Rail,47.97555,-122.19732,201,2982,2988,3249,2982,3861,4134
G53072625,S229861179,West Valley Highway-RapidRide F-Bus Rapid Transit-existing,West Valley Highway,existing,Bus Rapid Transit,Rapid Transit,47.45686,-122.24381,0,0,0,0,0,0,0
G53063000,S3205574120,Westlake Hub-South Lake Union Line-Streetcar-existing,Westlake Hub,existing,Streetcar,Streetcar,47.61289,-122.33728,1,808,808,1616,808,808,1616
G53063000,S2301426360,Seneca Street-RapidRide D-Bus Rapid Transit-existing,Seneca Street,existing,Bus Rapid Transit,Rapid Transit,47.60703,-122.3353,2,528,528,1056,528,528,1056
G53005210,S1096747238,Wilburton-Blue Line (East Link)-Light Rail-uc,Wilburton,uc,Light Rail,Light Rail,47.61797,-122.18377,0,0,0,0,0,0,0
G53005210,S3956247009,116/118-RapidRide B-Bus Rapid Transit-existing,116/118,existing,Bus Rapid Transit,Rapid Transit,47.61731,-122.18463,0,8,8,8,8,22,22
G53022640,S815402653,Casino Road-Swift Green Line-Bus Rapid Transit-existing,Casino Road,existing,Bus Rapid Transit,Rapid Transit,47.92005,-122.27173,0,0,0,0,0,0,0
G53057745,S3520851006,Naches Avenue SW-RapidRide F-Bus Rapid Transit-existing,Naches Avenue SW,existing,Bus Rapid Transit,Rapid Transit,47.45702,-122.23749,0,0,0,0,0,0,0
