TRACT_ID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,NHPD_Units,Permits,Pop,Pop_density,Non_white_share,White_non_hisp,Black_non_hisp,Asian_non_Hisp,Hispanic,Workers,Transit_to_work,Walk_to_Work,Bike_to_work,Green_commute_share,BA_plus_25_plus,Med_HH_inc,Cost_burdened,Very_cost_burdened,Med_housing_value,Jobs,Job_density,Housing_units,Housing_density,Permit_density,Permits_per_capita,Subsidized_hsg_share
G5300330010001,53,33,10001,53033010001,100.01,Census Tract 100.01,G5020,S,2267156,60359,47.5673069,-122.3043618,7802.504436,2327516.785,1150,1102,4390,5015.114886,0.697494305,0.302505695,0.225512528,0.297722096,0.10022779,1964,0.306517312,0.056008147,0.021384929,0.383910387,0.407623626,59529,0.450736127,0.210645527,568000,4271,4879.169858,1765,2016.327511,1258.9195,251.0250569,0.651558074
G5300330010002,53,33,10002,53033010002,100.02,Census Tract 100.02,G5020,S,948077,0,47.5765865,-122.3095716,4183.453676,948072.1244,126,418,5095,13918.68954,0.596270854,0.403729146,0.09656526,0.288321884,0.120117763,2984,0.282841823,0.02077748,0.011729223,0.315348525,0.542260692,78929,0.578840285,0.313326551,638300,921,2516.018266,2109,5761.435964,1141.906227,82.04121688,0.059743954
G5300330010101,53,33,10101,53033010101,101.01,Census Tract 101.01,G5020,S,871622,0,47.5657253,-122.2906975,4663.23254,871622.5774,813,1035,4525,13445.84717,0.713812155,0.286187845,0.234254144,0.253259669,0.113812155,2379,0.352248844,0.002522068,0.028163094,0.382934006,0.472125436,63512,0.612723214,0.183035714,568800,869,2582.196948,1668,4956.39184,3075.458965,228.7292818,0.487410072
G5300330010102,53,33,10102,53033010102,101.02,Census Tract 101.02,G5020,S,1623225,2170065,47.5660585,-122.2688521,6669.129728,1623226.109,151,573,4143,6610.494997,0.447260439,0.552739561,0.144098479,0.108858315,0.06613565,2374,0.149536647,0.053917439,0.034962089,0.238416175,0.640274873,134063,0.314516129,0.147849462,804200,832,1327.523977,1828,2916.723354,914.268316,138.3055757,0.082603939
G5300330010200,53,33,10200,53033010200,102,Census Tract 102,G5020,S,2795533,2076618,47.5564564,-122.2517138,9961.030572,2795536.152,0,192,5039,4668.50153,0.461004167,0.538995833,0.12343719,0.188926374,0.094661639,2764,0.195007236,0,0.024602026,0.219609262,0.682773109,132682,0.196374622,0.135951662,772000,512,474.3545909,2113,1957.639161,177.8829716,38.10279817,0
G5300330010301,53,33,10301,53033010301,103.01,Census Tract 103.01,G5020,S,1002658,0,47.5521545,-122.2805848,5150.816737,1002656.878,16,186,4272,11035.09792,0.622191011,0.377808989,0.363529963,0.174157303,0.018960674,2180,0.127522936,0.016513761,0.010550459,0.154587156,0.450918303,102135,0.694444444,0.604700855,579800,826,2133.658914,1512,3905.680723,480.4607239,43.53932584,0.010582011
G5300330010302,53,33,10302,53033010302,103.02,Census Tract 103.02,G5020,S,632167,0,47.557377,-122.2858807,3433.621034,632166.7765,50,1502,2845,11655.9646,0.341300527,0.658699473,0.105799649,0.10685413,0.021792619,2011,0.426653406,0.002486325,0.049726504,0.478866236,0.80562249,104412,0.378983635,0.175710594,493300,2382,9759.053666,1681,6887.056764,6153.693789,527.943761,0.0297442
G5300330010401,53,33,10401,53033010401,104.01,Census Tract 104.01,G5020,S,1629874,0,47.5532095,-122.2955875,5279.95281,1629875.083,39,293,4500,7150.826687,0.794888889,0.205111111,0.124666667,0.443111111,0.148444444,2384,0.203020134,0.021392617,0.011325503,0.235738255,0.382742032,81756,0.503816794,0.053435115,578000,254,403.6244397,1562,2482.131397,465.598271,65.11111111,0.02496799
G5300330010402,53,33,10402,53033010402,104.02,Census Tract 104.02,G5020,S,1742871,0,47.5539478,-122.3101489,5763.551673,1742873.479,0,273,4856,7216.243924,0.763179572,0.236820428,0.075370675,0.526359143,0.106672158,2809,0.175507298,0.014239943,0.027767889,0.21751513,0.30564693,94125,0.210682493,0.106824926,557400,518,769.7723131,1703,2530.737933,405.6908137,56.21911038,0
G5300330010501,53,33,10501,53033010501,105.01,Census Tract 105.01,G5020,S,742016,0,47.5576235,-122.3801107,3797.307866,742011.6588,0,2168,3948,13780.3943,0.281914894,0.718085106,0.023049645,0.097264438,0.063323202,2460,0.252439024,0.03495935,0.034146341,0.321544715,0.596894209,94301,0.436349079,0.251401121,683000,1536,5361.369212,2164,7553.387354,7567.349253,549.1388045,0
G5300330010502,53,33,10502,53033010502,105.02,Census Tract 105.02,G5020,S,975912,0,47.5573014,-122.3896847,4431.482017,975910.7256,105,1620,5440,14437.30103,0.205882353,0.794117647,0.026838235,0.030698529,0.082536765,3701,0.254255607,0.018373413,0.005403945,0.278032964,0.646323054,106833,0.272885284,0.105446118,656700,2991,7937.861649,3144,8343.910741,4299.343321,297.7941176,0.033396947
G5300330010601,53,33,10601,53033010601,106.01,Census Tract 106.01,G5020,S,1089233,0,47.5459808,-122.3816984,4399.196294,1089233.349,690,284,4368,10386.27003,0.199862637,0.800137363,0.012362637,0.053342491,0.102335165,2947,0.132677299,0.027485579,0.015948422,0.1761113,0.598041958,127448,0.2576,0.0784,662900,485,1153.237401,2070,4922.064782,675.2977768,65.01831502,0.333333333
G5300330010602,53,33,10602,53033010602,106.02,Census Tract 106.02,G5020,S,1505061,817134,47.5476919,-122.3967392,7068.364598,1505063.01,9,251,4243,7301.577512,0.162149423,0.837850577,0.023096865,0.042658496,0.055385341,2567,0.15426568,0.025710947,0.016751071,0.196727698,0.63286119,100168,0.561893204,0.347087379,812000,624,1073.812012,2293,3945.914974,431.9339985,59.15625737,0.003924989
G5300330010701,53,33,10701,53033010701,107.01,Census Tract 107.01,G5020,S,1457384,3664,47.5451419,-122.3675265,6479.456948,1461048.956,318,697,4267,7583.093589,0.634403562,0.365596438,0.251230373,0.171549098,0.09491446,2212,0.245931284,0.015822785,0.018987342,0.28074141,0.449424214,88929,0.535526316,0.246052632,542500,780,1386.176002,1886,3351.702486,1238.672658,163.3466135,0.168610817
G5300330010702,53,33,10702,53033010702,107.02,Census Tract 107.02,G5020,S,780115,0,47.5467996,-122.3730587,4541.37031,780116.7178,745,1518,4866,16155.15936,0.645910399,0.354089601,0.378339499,0.138306617,0.086313194,2145,0.181818182,0.018648019,0.0004662,0.200932401,0.476174152,54646,0.576381365,0.20368364,550700,259,859.882095,1862,6181.855062,5039.772279,311.9605425,0.400107411
G5300330010800,53,33,10800,53033010800,108,Census Tract 108,G5020,S,4140525,322633,47.5440342,-122.3498743,10923.01571,4463155.624,65,444,5159,3227.066293,0.509982555,0.490017445,0.119596821,0.225431285,0.066873425,2834,0.094565984,0.026464361,0.00388144,0.124911785,0.555771365,94063,0.663405088,0.52446184,515100,1218,761.8853934,1984,1241.034992,277.7316212,86.06319054,0.032762097
G5300330010900,53,33,10900,53033010900,109,Census Tract 109,G5020,S,5389781,414929,47.5408335,-122.3175563,11336.89504,5804706.136,42,239,1070,514.1743752,0.371028037,0.628971963,0.047663551,0.058878505,0.194392523,707,0.185289958,0.00990099,0.048090523,0.243281471,0.463101604,52063,0.485611511,0.21942446,470500,17917,8609.777832,727,349.350253,114.848295,223.364486,0.057771664
G5300330011001,53,33,11001,53033011001,110.01,Census Tract 110.01,G5020,S,1080391,0,47.5384101,-122.2861704,4957.81319,1080392.748,1616,1498,5439,13038.74739,0.859165288,0.140834712,0.390512962,0.359992646,0.041735613,2287,0.23567993,0.015303892,0.009182335,0.260166157,0.248754842,36898,0.660041841,0.349372385,503000,652,1563.019544,1849,4432.550823,3591.10932,275.4182754,0.873985938
G5300330011002,53,33,11002,53033011002,110.02,Census Tract 110.02,G5020,S,1719569,0,47.5405945,-122.2991995,6860.816133,1719570.017,305,292,4348,6548.890044,0.912603496,0.087396504,0.332336707,0.531278749,0.029668813,2117,0.25649504,0.016060463,0.002834199,0.275389702,0.212649945,49702,0.586864407,0.23940678,506200,550,828.4014545,1335,2010.756258,439.8058631,67.15731371,0.228464419
G5300330011101,53,33,11101,53033011101,111.01,Census Tract 111.01,G5020,S,1136851,0,47.5394734,-122.2773089,4731.737822,1136849.262,206,1422,5168,11773.80198,0.776702786,0.223297214,0.215557276,0.390673375,0.070433437,2970,0.25959596,0.009427609,0,0.269023569,0.317375887,65746,0.675238095,0.231428571,474700,319,726.7497739,2132,4857.148959,3239.618114,275.1547988,0.096622889
G5300330011102,53,33,11102,53033011102,111.02,Census Tract 111.02,G5020,S,1303226,1143440,47.5424632,-122.2604403,6126.109807,1303226.547,61,330,5643,11214.71096,0.514797094,0.485202906,0.1158958,0.207336523,0.113946482,3088,0.186204663,0.019430052,0.003238342,0.208873057,0.56680932,108125,0.604456825,0.359331476,787400,961,1909.859513,1988,3950.885237,655.8310503,58.47953216,0.030684105
G5300330011200,53,33,11200,53033011200,112,Census Tract 112,G5020,S,2483779,139646,47.5296655,-122.3262393,8076.750304,2623419.114,25,261,3793,3955.192834,0.653308727,0.346691273,0.067756393,0.216187714,0.232797258,2035,0.185257985,0.052088452,0.004914005,0.242260442,0.268651093,54412,0.606866002,0.26910299,404000,6234,6500.572668,1536,1601.681042,272.1606458,68.81096757,0.016276042
G5300330011300,53,33,11300,53033011300,113,Census Tract 113,G5020,S,3419308,42220,47.5273623,-122.343569,8271.409307,3461527.963,449,673,6585,4987.872314,0.536218679,0.463781321,0.059073652,0.107668945,0.198936978,3554,0.137872819,0.021947102,0.014350028,0.174169949,0.354412648,68672,0.630577428,0.293963255,462700,2403,1820.175728,3179,2407.964478,509.7703975,102.2019742,0.141239383
G5300330011401,53,33,11401,53033011401,114.01,Census Tract 114.01,G5020,S,1233155,0,47.5297061,-122.362028,5324.615772,1233155.215,64,309,4881,10251.53526,0.463634501,0.536365499,0.097111248,0.189715222,0.110633067,2961,0.196555218,0.007429922,0,0.20398514,0.356868132,87938,0.51497006,0.189221557,461700,90,189.0264646,1896,3982.15752,648.9908617,63.30669945,0.033755274
G5300330011402,53,33,11402,53033011402,114.02,Census Tract 114.02,G5020,S,1186191,0,47.5206654,-122.3646254,5288.804635,1186188.059,239,603,4411,9631.195612,0.640444344,0.359555656,0.075719791,0.167762412,0.268193153,2624,0.192454268,0.021341463,0.009146341,0.222942073,0.363093367,69464,0.43546798,0.266995074,436200,1263,2757.696681,2024,4419.301727,1316.62003,136.7036953,0.118083004
G5300330011500,53,33,11500,53033011500,115,Census Tract 115,G5020,S,1538373,0,47.5301833,-122.375533,6048.734745,1538373.2,0,78,4464,7515.54202,0.268817204,0.731182796,0.024417563,0.082437276,0.094086022,2760,0.217391304,0,0.027173913,0.244565217,0.553434027,98266,0.553639847,0.239463602,569800,247,415.8465231,2161,3638.23618,131.3199547,17.47311828,0
G5300330011601,53,33,11601,53033011601,116.01,Census Tract 116.01,G5020,S,1554538,184845,47.5235901,-122.3885434,6074.444218,1554533.548,0,168,3332,5551.385932,0.256902761,0.743097239,0.013805522,0.056122449,0.135054022,1653,0.102843315,0.02722323,0,0.130066546,0.735935706,136285,0.487889273,0.15916955,820200,465,774.7282288,1501,2500.789401,279.9018117,50.42016807,0
G5300330011602,53,33,11602,53033011602,116.02,Census Tract 116.02,G5020,S,1565825,786358,47.5338344,-122.3952427,7436.783918,1565824.122,91,192,3809,6300.362245,0.119453925,0.880546075,0.021002888,0.021002888,0.061433447,2152,0.132434944,0.021840149,0.01394052,0.168215613,0.726121563,110873,0.329608939,0.089385475,690300,297,491.2595397,1647,2724.257447,317.5819247,50.40693095,0.055251973
G5300330011700,53,33,11700,53033011700,117,Census Tract 117,G5020,S,3515808,0,47.5201682,-122.2828633,8989.263253,3515810.414,0,327,5761,4243.952316,0.847769484,0.152230516,0.23485506,0.491407742,0.062489151,2844,0.151195499,0.005274262,0.003516174,0.159985935,0.228296574,80558,0.430555556,0.262152778,460700,1357,999.6603528,1786,1315.691518,240.8908883,56.760979,0
G5300330011801,53,33,11801,53033011801,118.01,Census Tract 118.01,G5020,S,1160802,630417,47.5278065,-122.2655724,4567.816604,1160800.76,44,204,3569,7963.173363,0.759316335,0.240683665,0.109554497,0.314093584,0.19024937,2109,0.252252252,0,0,0.252252252,0.405652535,93859,0.42,0.2625,424300,300,669.3617284,1354,3021.052601,455.1659753,57.15886803,0.032496307
G5300330011802,53,33,11802,53033011802,118.02,Census Tract 118.02,G5020,S,1139611,1037832,47.5187835,-122.2586613,5210.730252,1139608.927,966,98,4833,10983.93446,0.779639975,0.220360025,0.458100559,0.103455411,0.10821436,2092,0.227533461,0.006692161,0,0.234225621,0.339892665,50490,0.730088496,0.545353982,476700,668,1518.160195,2029,4611.297957,222.7241004,20.2772605,0.476096599
G5300330011901,53,33,11901,53033011901,119.01,Census Tract 119.01,G5020,S,1682374,0,47.5049971,-122.2650093,6218.506172,1682370.04,0,119,4323,6655.189988,0.792042563,0.207957437,0.172334027,0.435114504,0.092297016,2179,0.129417164,0,0,0.129417164,0.318459069,125143,0.505952381,0.345238095,460600,95,146.2509944,1449,2230.712536,183.1986141,27.5271802,0
G5300330011902,53,33,11902,53033011902,119.02,Census Tract 119.02,G5020,S,1580686,1217487,47.5100217,-122.2442425,7476.660768,1580687.777,0,72,3552,5820.028625,0.522804054,0.477195946,0.286880631,0.13231982,0.070945946,2151,0.074848907,0,0.005578801,0.080427708,0.321553534,99201,0.366459627,0.105590062,451200,110,180.237373,1468,2405.349668,117.9735532,20.27027027,0
G5300330012000,53,33,12000,53033012000,120,Census Tract 120,G5020,S,1437048,0,47.5128928,-122.3806115,5103.597744,1437049.741,0,110,3538,6376.528783,0.163369135,0.836630865,0.036178632,0.014980215,0.081401922,2035,0.094348894,0.022113022,0.031449631,0.147911548,0.524422567,109710,0.254612546,0.162361624,525100,206,371.2732983,1600,2883.676103,198.2527321,31.09101187,0
G5300330012100,53,33,12100,53033012100,121,Census Tract 121,G5020,S,1739952,1380849,47.507595,-122.3873799,7761.788168,1739950.774,0,42,2740,4078.599537,0.20620438,0.79379562,0.012043796,0.058029197,0.114233577,1234,0.044570502,0,0.007293355,0.051863857,0.650140318,132708,0.492957746,0.197183099,745500,100,148.8539977,1312,1952.96445,62.51867904,15.32846715,0
G5300330020100,53,33,20100,53033020100,201,Census Tract 201,G5020,S,1766031,691541,47.7707111,-122.387361,5571.146278,1766030.128,0,130,3251,4767.782302,0.225469086,0.774530914,0.005536758,0.150722855,0.016302676,1437,0.080027836,0,0,0.080027836,0.671325879,107900,0.448717949,0.166666667,788800,375,549.9595088,1307,1916.792208,190.6526297,39.98769609,0
G5300330020200,53,33,20200,53033020200,202,Census Tract 202,G5020,S,2591500,0,47.7716671,-122.3633577,6688.524151,2591500.484,0,148,5411,5407.843205,0.184439106,0.815560894,0.041766771,0.086120865,0.020883386,2253,0.100754549,0.002663116,0.009764758,0.113182423,0.489201878,70417,0.666153846,0.441538462,622300,1508,1507.120228,2316,2314.648838,147.9136563,27.351691,0
G5300330020301,53,33,20301,53033020301,203.01,Census Tract 203.01,G5020,S,1262275,35402,47.7719079,-122.3410989,4846.449358,1297673.402,0,279,3619,7425.614047,0.425255595,0.574744405,0.066040343,0.176568113,0.117712075,2044,0.159980431,0.029843444,0,0.189823875,0.519650655,70268,0.582178218,0.347524752,528400,1968,4038.023886,1644,3373.227271,572.4637522,77.09311965,0
G5300330020302,53,33,20302,53033020302,203.02,Census Tract 203.02,G5020,S,1294795,10048,47.767342,-122.3392599,4850.47375,1304845.896,200,522,3746,7493.151782,0.411906033,0.588093967,0.068873465,0.114789108,0.092632141,1721,0.134224288,0.026147589,0,0.160371877,0.410621312,93379,0.472222222,0.195906433,599300,588,1176.180792,1484,2968.456285,1044.160499,139.3486385,0.134770889
G5300330020401,53,33,20401,53033020401,204.01,Census Tract 204.01,G5020,S,2313023,0,47.7708201,-122.3195433,7649.442621,2313019.528,0,232,3821,4278.532712,0.290761581,0.709238419,0.072494111,0.084794556,0.079822036,2198,0.085077343,0.008644222,0.008189263,0.101910828,0.396981397,88839,0.505882353,0.183529412,529300,2613,2925.884841,1473,1649.379399,259.7800548,60.71708977,0
G5300330020402,53,33,20402,53033020402,204.02,Census Tract 204.02,G5020,S,2789589,0,47.7695042,-122.2970351,7691.512239,2789589.078,140,114,5326,4944.913633,0.259857304,0.740142696,0.024971836,0.096883214,0.079984979,2990,0.137458194,0.025752508,0.014046823,0.177257525,0.547382199,106250,0.477031802,0.238515901,587400,470,436.3705233,2136,1983.164761,105.8430631,21.40443109,0.065543071
G5300330020500,53,33,20500,53033020500,205,Census Tract 205,G5020,S,2722041,0,47.7562524,-122.3138057,7117.05686,2722040.561,330,656,7372,7014.366187,0.447504069,0.552495931,0.037438958,0.194519805,0.125203473,3799,0.040010529,0.037378257,0.00368518,0.081073967,0.487957519,94239,0.585084034,0.261554622,525200,914,869.6596167,2954,2810.69421,624.17583,88.98534997,0.111712932
G5300330020600,53,33,20600,53033020600,206,Census Tract 206,G5020,S,1980828,0,47.7559993,-122.3320996,5821.606552,1980826.032,0,104,3681,4813.010637,0.477859277,0.522140723,0.12741103,0.245857104,0.058408041,2073,0.145200193,0.002411963,0.002894356,0.150506512,0.457486832,106066,0.154411765,0.066176471,538200,128,167.3635864,1224,1600.414295,135.9829139,28.25319207,0
G5300330020700,53,33,20700,53033020700,207,Census Tract 207,G5020,S,1711190,0,47.7561637,-122.3473227,5679.732712,1711185.795,215,737,4075,6167.755509,0.51607362,0.48392638,0.138404908,0.150674847,0.148957055,2217,0.245376635,0.046008119,0,0.291384754,0.466373775,81331,0.530120482,0.180722892,577600,2229,3373.724424,1586,2400.50558,1115.49345,180.8588957,0.13556116
G5300330020800,53,33,20800,53033020800,208,Census Tract 208,G5020,S,3299066,698711,47.756977,-122.3716178,9615.089336,3307280.701,96,78,4363,3425.247669,0.223240889,0.776759111,0.029337612,0.080907632,0.058216823,2161,0.138824618,0.013882462,0.013419713,0.166126793,0.592534504,120000,0.679900744,0.2382134,728000,515,404.309546,1783,1399.774603,61.23523222,17.87760715,0.05384184
G5300330020900,53,33,20900,53033020900,209,Census Tract 209,G5020,S,4540884,636482,47.7432786,-122.3639033,8975.754631,4540881.231,60,172,3422,1951.809232,0.245762712,0.754237288,0.065166569,0.123027469,0.016949153,1613,0.185368878,0.017978921,0.014259144,0.217606944,0.672685363,108533,0.517915309,0.325732899,669800,3940,2247.26136,1466,836.1637447,98.10379542,50.26300409,0.040927694
G5300330021000,53,33,21000,53033021000,210,Census Tract 210,G5020,S,2629269,5753,47.7396007,-122.3357847,6496.741454,2635018.565,59,585,5887,5799.049091,0.457788347,0.542211653,0.080856124,0.188211313,0.109223713,3068,0.129726206,0.015645372,0.004889179,0.150260756,0.459834998,101948,0.720657277,0.218309859,507600,1409,1387.949749,2312,2277.459062,576.2601866,99.37149652,0.025519031
G5300330021100,53,33,21100,53033021100,211,Census Tract 211,G5020,S,2619718,0,47.7412054,-122.3128854,6509.367257,2619719.242,142,110,4395,4345.123309,0.311262799,0.688737201,0.039590444,0.17519909,0.04960182,2522,0.137589215,0.013481364,0.021015067,0.172085646,0.585300269,98806,0.387024609,0.241610738,564900,1518,1500.772965,1654,1635.229568,108.7516642,25.02844141,0.085852479
G5300330021300,53,33,21300,53033021300,213,Census Tract 213,G5020,S,1784010,1204136,47.7402939,-122.286956,7478.55605,1784008.948,0,139,4189,6081.501894,0.362855097,0.637144903,0.06254476,0.133206016,0.090475054,2317,0.16745792,0.018126888,0.007337074,0.192921882,0.526977822,92273,0.579915134,0.271570014,623500,700,1016.245244,1867,2710.471243,201.7972698,33.18214371,0
G5300330021400,53,33,21400,53033021400,214,Census Tract 214,G5020,S,3136342,265701,47.7507662,-122.2924491,9777.920526,3136343.806,0,63,3868,3194.19056,0.180713547,0.819286453,0,0.066184074,0.026628749,1941,0.061823802,0.020092736,0.00927357,0.091190108,0.639914009,144676,0.575396825,0.130952381,678900,706,583.0140992,1495,1234.569516,52.02533746,16.28748707,0
G5300330021500,53,33,21500,53033021500,215,Census Tract 215,G5020,S,3457612,438417,47.7643848,-122.2737863,8628.449705,3507522.057,0,92,4658,3489.160906,0.209102619,0.790897381,0.021683126,0.07878918,0.051738944,2557,0.101290575,0.004301916,0.012123582,0.117716074,0.671308384,152852,0.408450704,0.070422535,672900,341,255.4323463,1663,1245.700856,68.9142987,19.75096608,0
G5300330021600,53,33,21600,53033021600,216,Census Tract 216,G5020,S,2863323,163654,47.7670311,-122.2582787,8689.005039,2863324.882,24,522,5112,4624.004773,0.262128326,0.737871674,0.013302034,0.133998435,0.045774648,2780,0.107194245,0.014748201,0.002877698,0.124820144,0.57385356,107950,0.404661017,0.103813559,612100,950,859.3123112,2229,2016.218044,472.1695015,102.1126761,0.01076716
G5300330021701,53,33,21701,53033021701,217.01,Census Tract 217.01,G5020,S,2573147,0,47.7709407,-122.2375721,8610.990972,2573143.916,21,907,4080,4106.703383,0.281372549,0.718627451,0,0.204411765,0.025735294,2204,0.159255898,0.014519056,0,0.173774955,0.650512911,131528,0.563245823,0.252983294,663800,212,213.3875287,1601,1611.47846,912.9362668,222.3039216,0.013116802
G5300330021702,53,33,21702,53033021702,217.02,Census Tract 217.02,G5020,S,3048769,0,47.7587336,-122.2334798,9855.050692,3048770.57,193,500,5093,4326.601801,0.342823483,0.657176517,0.033575496,0.157274691,0.126840762,2712,0.152286136,0.027654867,0.011061947,0.19100295,0.507513841,71564,0.338602329,0.084026622,496300,1331,1130.71019,2477,2104.259309,424.7596506,98.17396426,0.077916835
G5300330021802,53,33,21802,53033021802,218.02,Census Tract 218.02,G5020,S,4892727,0,47.7674671,-122.1726224,9280.519716,4892727.847,0,614,6065,3210.536351,0.361088211,0.638911789,0.00362737,0.177081616,0.131904369,3381,0.050576752,0.017154688,0,0.06773144,0.535297105,110341,0.344129555,0.172739541,615100,10258,5430.120674,2311,1223.338748,325.0237955,101.2366035,0
G5300330021803,53,33,21803,53033021803,218.03,Census Tract 218.03,G5020,S,3273126,0,47.7644399,-122.2145092,9275.527318,3273129.279,214,1203,5565,4403.522453,0.231446541,0.768553459,0.026055705,0.120575022,0.047259659,3131,0.045672309,0.045991696,0.028425423,0.120089428,0.479076479,103871,0.286749482,0.154244306,605200,5441,4305.402636,2549,2016.99528,951.9204872,216.1725067,0.083954492
G5300330021804,53,33,21804,53033021804,218.04,Census Tract 218.04,G5020,S,3100405,0,47.7657296,-122.1963089,7625.875436,3100404.966,0,1013,5321,4445.00855,0.436947942,0.563052058,0.03025747,0.12178162,0.228340537,2821,0.092520383,0.015597306,0.003544842,0.111662531,0.578245406,79223,0.582056893,0.401531729,608900,1610,1344.947146,2455,2050.835556,846.2307201,190.3777485,0
G5300330021903,53,33,21903,53033021903,219.03,Census Tract 219.03,G5020,S,3175189,10680,47.7176653,-122.1788517,9494.671863,3185874.982,152,1577,6409,5227.793936,0.253705726,0.746294274,0.031518178,0.077391169,0.072242159,3319,0.118710455,0.024404941,0,0.143115396,0.536257439,94071,0.503875969,0.286821705,591300,9492,7742.583872,2627,2142.832684,1286.352167,246.0602278,0.057860678
G5300330021904,53,33,21904,53033021904,219.04,Census Tract 219.04,G5020,S,3419305,0,47.7229154,-122.1615736,8725.355861,3419303.16,23,424,5508,4172.091847,0.474945534,0.525054466,0.018336964,0.28140886,0.105664488,2781,0.067601582,0.026968716,0.006472492,0.10104279,0.525565124,111667,0.399598394,0.210843373,621600,3170,2401.149447,1983,1502.04396,321.1632068,76.97893972,0.011598588
G5300330021905,53,33,21905,53033021905,219.05,Census Tract 219.05,G5020,S,2683422,0,47.7430044,-122.1814339,9853.332578,2683420.182,0,189,5806,5603.841277,0.474681364,0.525318636,0,0.202204616,0.151567344,2830,0.093639576,0.012367491,0,0.106007067,0.520074697,101911,0.522613065,0.314070352,474900,974,940.0863597,2274,2194.821747,182.4192217,32.55253186,0
G5300330021906,53,33,21906,53033021906,219.06,Census Tract 219.06,G5020,S,3783792,0,47.7406439,-122.1648554,10407.00739,3783795.031,14,280,4695,3213.705769,0.408519702,0.591480298,0.020447284,0.223216187,0.115654952,2474,0.076394503,0.025464834,0.007275667,0.109135004,0.586936801,113800,0.584474886,0.210045662,640200,3463,2370.407471,1836,1256.733502,191.658704,59.63791267,0.007625272
G5300330022001,53,33,22001,53033022001,220.01,Census Tract 220.01,G5020,S,4477540,0,47.7453001,-122.1988962,9710.857672,4477538.964,92,530,5367,3104.487327,0.296068567,0.703931433,0.0039128,0.098378983,0.119060928,2735,0.070201097,0,0.006215722,0.076416819,0.562189055,111979,0.44295302,0.25950783,672300,915,529.272574,2335,1350.657334,306.5731849,98.75163033,0.039400428
G5300330022003,53,33,22003,53033022003,220.03,Census Tract 220.03,G5020,S,2254686,0,47.7257721,-122.1984943,6256.551531,2254682.847,0,82,5488,6304.139357,0.329446064,0.670553936,0.029336735,0.107142857,0.108600583,3073,0.144809632,0.022779043,0,0.167588676,0.578506285,114912,0.484168865,0.077836412,592700,1639,1882.741328,2145,2463.990328,94.19450205,14.94169096,0
G5300330022005,53,33,22005,53033022005,220.05,Census Tract 220.05,G5020,S,2421648,0,47.7116198,-122.1938925,6879.814701,2421644.862,0,464,4862,5199.980423,0.378445084,0.621554916,0.015631427,0.221308104,0.081242287,2539,0.076014179,0.063016936,0,0.139031115,0.583888728,88361,0.419806243,0.143164693,542600,4359,4662.014534,2380,2545.444962,496.2548162,95.43397779,0
G5300330022006,53,33,22006,53033022006,220.06,Census Tract 220.06,G5020,S,1409940,0,47.7043423,-122.1992669,6401.950274,1409940.656,20,290,4377,8040.326509,0.234407128,0.765592872,0,0.147361206,0.055974412,2653,0.061816811,0.032039201,0,0.093856012,0.643328551,109719,0.177474403,0.030716724,572000,684,1256.473231,1945,3572.866132,532.7152588,66.25542609,0.010282776
G5300330022101,53,33,22101,53033022101,221.01,Census Tract 221.01,G5020,S,3593797,1650543,47.7418845,-122.255917,11239.94671,3593796.558,0,239,4971,3582.514788,0.204787769,0.795212231,0.017099175,0.103399718,0.041641521,2622,0.111746758,0.018306636,0.006102212,0.136155606,0.586486486,145750,0.742647059,0.319852941,627400,525,378.3585322,2044,1473.075885,172.2432175,48.07885737,0
G5300330022102,53,33,22102,53033022102,221.02,Census Tract 221.02,G5020,S,4679991,0,47.7424731,-122.225926,11198.86083,4679989.138,0,610,6647,3678.564974,0.320896645,0.679103355,0.000300888,0.188355649,0.096885813,3531,0.037949589,0.016709148,0,0.054658737,0.585349462,137570,0.330666667,0.090666667,674900,283,156.6171036,2383,1318.793491,337.5845696,91.77072363,0
G5300330022201,53,33,22201,53033022201,222.01,Census Tract 222.01,G5020,S,2290376,0,47.7263403,-122.2320467,6970.41217,2290373.881,0,85,4685,5297.861267,0.22945571,0.77054429,0.011099253,0.110565635,0.051013874,2647,0.068379297,0,0,0.068379297,0.429440742,111250,0.514767932,0.303797468,593300,436,493.0346878,1790,2024.156172,96.11914785,18.14300961,0
G5300330022203,53,33,22203,53033022203,222.03,Census Tract 222.03,G5020,S,3134027,691133,47.7078701,-122.2247809,9337.732825,3134031.686,0,443,5185,4284.930651,0.278495661,0.721504339,0.018707811,0.187270974,0.036644166,2766,0.057483731,0.00253073,0.022053507,0.082067968,0.704042082,138798,0.450934579,0.378504673,779300,756,624.7652019,2111,1744.549393,366.0991858,85.43876567,0
G5300330022204,53,33,22204,53033022204,222.04,Census Tract 222.04,G5020,S,1603105,0,47.7259013,-122.2150408,5436.859006,1603102.578,0,78,3316,5357.353744,0.244270205,0.755729795,0.018094089,0.118516285,0.060615199,1589,0.053492763,0,0,0.053492763,0.544554455,109911,0.425837321,0.28708134,637700,357,576.7717993,1325,2140.679647,126.0173679,23.52231604,0
